ID	Source	Source_Reference_ID	Entrez_Gene_ID	Symbol
ILMN_2690061	RefSeq	NM_016690.2	50926	Hnrpdl
ILMN_1248518	RefSeq	NM_026690.1	68352	0610012D14Rik
ILMN_2848071	RefSeq	NM_026690.1	68352	0610012D14Rik
ILMN_2616151	MEEBO	scl0074080.1_178	NA	4933408N02Rik
ILMN_1223343	MEEBO	scl0074080.1_178	NA	4933408N02Rik
ILMN_2875915	RefSeq	NM_212449.1	270156	AU019823
ILMN_2938793	RefSeq	NM_146364.1	258361	Olfr495
ILMN_2675615	RefSeq	NM_146364.1	258361	Olfr495
ILMN_2723594	RefSeq	NM_010116.1	13648	Klk1b9
ILMN_2784773	RefSeq	NM_010116.1	13648	Klk1b9
ILMN_3162526	RefSeq	NM_028721.2	74025	Nphp3
ILMN_1246336	RefSeq	NM_022033.1	64059	Oxct2a
ILMN_2815383	RefSeq	NM_026040.2	67222	Srfbp1
ILMN_2854992	RefSeq	NM_012013.1	26910	Figla
ILMN_1220826	MEEBO	scl018209.1_33	NA	Ntn3
ILMN_2615312	MEEBO	scl018209.1_33	NA	Ntn3
ILMN_2901363	RefSeq	NM_181649.4	53951	2310002B06Rik
ILMN_1232592	RefSeq	NM_009541.1	22642	Zbtb17
ILMN_2623644	RefSeq	NM_173422.1	239447	LOC239447
ILMN_1235089	RefSeq	NM_178056.2	68634	1110025I09Rik
ILMN_2696537	RefSeq	NM_178056.2	68634	1110025I09Rik
ILMN_2910653	RefSeq	NM_007558.1	12163	Bmp8a
ILMN_2687745	MEEBO	scl8719.1.1_106	NA	Pnpla2
ILMN_1239645	RefSeq	NM_030109.1	319322	Sf3b2
ILMN_1213811	MEEBO	scl33266.7.1_26	NA	Hsd17b2
ILMN_2693509	RefSeq	NM_172509.1	212919	Kctd7
ILMN_2756628	MEEBO	scl35236.4_464	NA	2010110K16Rik
ILMN_3104048	RefSeq	NM_001081217.1	385674	Zfp174
ILMN_2633819	RefSeq	NM_133825.2	52392	D1Ertd622e
ILMN_2737092	MEEBO	scl47919.3_631	NA	D530033C11Rik
ILMN_2689284	RefSeq	NM_178628.3	73991	Spg3a
ILMN_2732594	RefSeq	NM_178628.3	73991	Spg3a
ILMN_3161718	RefSeq	NM_021921.2	60597	Mapk8ip2
ILMN_2682046	MEEBO	scl067268.1_40	NA	2900073G15Rik
ILMN_1247099	MEEBO	scl0233904.6_160	NA	BC010250
ILMN_2769133	MEEBO	scl000450.1_1	NA	Rbm4
ILMN_3053415	RefSeq	NM_178058.3	71361	Aifm2
ILMN_3130133	RefSeq	NM_178058.3	71361	Aifm2
ILMN_1230821	RefSeq	NM_172534.1	214604	4932411E22Rik
ILMN_1257505	RefSeq	NM_018851.2	56045	Samhd1
ILMN_1221736	RefSeq	NM_018851.2	56045	Samhd1
ILMN_2840034	RefSeq	NM_001081663.1	195349	Btnl7
ILMN_2637073	MEEBO	scl30418.7_5	NA	Asb4
ILMN_2748994	MEEBO	scl30418.7_5	NA	Asb4
ILMN_2664455	MEEBO	scl55064.3_63	NA	Pcsk1n
ILMN_1216335	MEEBO	scl21709.7_173	NA	BC003236
ILMN_2744138	MEEBO	scl21709.7_173	NA	BC003236
ILMN_2866267	RefSeq	NM_007974.2	14063	F2rl1
ILMN_2728706	RefSeq	NM_007378.1	11304	Abca4
ILMN_2829608	RefSeq	NM_007378.1	11304	Abca4
ILMN_2829604	RefSeq	NM_007378.1	11304	Abca4
ILMN_1213914	RefSeq	NM_020582.1	57423	Atp5j2
ILMN_1237871	RefSeq	XM_131103.2	NA	LOC229665
ILMN_2658008	RefSeq	NM_053141.2	93887	Pcdhb16
ILMN_2940678	RefSeq	NM_026336.1	67719	2310057J18Rik
ILMN_1220128	RefSeq	NM_026336.1	67719	2310057J18Rik
ILMN_1233122	MEEBO	scl0012095.1_98	NA	Bglap-rs1
ILMN_1214985	RefSeq	NM_026916.1	69034	4930579G22Rik
ILMN_3120000	RefSeq	NM_021887.1	60504	Il21r
ILMN_2603242	RefSeq	NM_021887.1	60504	Il21r
ILMN_1259867	RefSeq	NM_021887.1	60504	Il21r
ILMN_1247207	RefSeq	NM_009627.1	11535	Adm
ILMN_3161210	RefSeq	NM_001011662.1	258178	Olfr180
ILMN_1235868	RefSeq	NM_027983.1	71888	2310015J09Rik
ILMN_2647372	MEEBO	scl16874.21_552	NA	4632411B12Rik
ILMN_2598271	RefSeq	NM_025758.2	66772	Asb17
ILMN_1215546	RefSeq	NM_013479.1	12049	Bcl2l10
ILMN_2839758	RefSeq	NM_013479.1	12049	Bcl2l10
ILMN_2684115	MEEBO	scl29088.6_399	NA	2210010C04Rik
ILMN_2763538	RefSeq	NM_146954.1	258956	Olfr535
ILMN_1236938	RefSeq	NM_146954.1	258956	Olfr535
ILMN_2628157	RefSeq	NM_010671.1	16699	Krtap13
ILMN_1236574	MEEBO	scl012615.5_26	NA	Cenpa
ILMN_1240104	RefSeq	NM_181391.1	66433	Chchd7
ILMN_2942276	RefSeq	NM_024452.2	269593	Luzp1
ILMN_2596903	RefSeq	NM_024452.2	269593	Luzp1
ILMN_2718645	RefSeq	NM_024452.2	269593	Luzp1
ILMN_2606415	MEEBO	scl40319.5_436	NA	Adra1b
ILMN_2656282	RefSeq	NM_007700.1	12675	Chuk
ILMN_2751822	RefSeq	NM_181682.1	225256	Dsg1b
ILMN_2631569	RefSeq	NM_181682.1	225256	Dsg1b
ILMN_2631568	RefSeq	NM_181682.1	225256	Dsg1b
ILMN_1234199	MEEBO	scl20863.2.1_60	NA	Cobll1
ILMN_2471710	MEEBO	scl20863.2.1_60	NA	Cobll1
ILMN_3160906	RefSeq	NM_001011754.1	257909	Olfr735
ILMN_2815867	RefSeq	NM_008593.1	17301	Foxd2
ILMN_1239055	MEEBO	scl49626.40.1_3	NA	Xdh
ILMN_3000369	RefSeq	NM_001008232.1	230837	Ddefl1
ILMN_2935032	RefSeq	NM_013909.1	30840	Fbxl6
ILMN_1235849	RefSeq	NM_146553.1	258546	Olfr806
ILMN_1223981	RefSeq	NM_146553.1	258546	Olfr806
ILMN_2922743	RefSeq	NM_146553.1	258546	Olfr806
ILMN_2787580	RefSeq	NM_027013.1	69269	Scnm1
ILMN_2828560	RefSeq	NM_001024703.1	244049	Mctp2
ILMN_2599292	MEEBO	scl40579.4.1_15	NA	Cabp7
ILMN_3162917	RefSeq	NM_001005787.1	12695	Inadl
ILMN_1236683	RefSeq	NM_013782.2	27388	Ptdss2
ILMN_1231805	MEEBO	scl36521.18.1_56	NA	Pik3r4
ILMN_2945777	RefSeq	NM_001045525.1	327951	Cyb5d1
ILMN_3150819	RefSeq	NM_001038624.1	320360	Ric3
ILMN_3072117	RefSeq	NM_001038624.1	320360	Ric3
ILMN_2427178	MEEBO	scl40289.5_205	NA	Trim41
ILMN_1260252	MEEBO	scl40289.5_205	NA	Trim41
ILMN_2992073	RefSeq	NM_053156.1	94041	Allc
ILMN_1214110	RefSeq	NM_021419.1	58230	Rnf8
ILMN_2651534	RefSeq	NM_021419.1	58230	Rnf8
ILMN_2639272	MEEBO	scl37898.15_404	NA	Ddx21
ILMN_2657516	RefSeq	NM_025385.2	66151	1110020C13Rik
ILMN_1227736	MEEBO	scl0239128.5_187	NA	E130115J16Rik
ILMN_2884646	RefSeq	NM_001005767.1	381038	Parl
ILMN_2608746	MEEBO	scl016998.1_51	NA	Ltbp3
ILMN_2776619	MEEBO	scl016998.1_51	NA	Ltbp3
ILMN_2675677	RefSeq	NM_153169.1	245468	Pnma3
ILMN_2612774	RefSeq	NM_178162.2	231801	Hrbl
ILMN_2610270	RefSeq	NM_178162.2	231801	Hrbl
ILMN_1232782	MEEBO	scl0404325.1_240	NA	Olfr1057
ILMN_2942930	RefSeq	NM_053180.2	105278	Ccrk
ILMN_2627072	RefSeq	NM_053180.2	105278	Ccrk
ILMN_1238571	RefSeq	NM_053180.2	105278	Ccrk
ILMN_1238557	RefSeq	NM_053180.2	105278	Ccrk
ILMN_2718716	MEEBO	scl46838.37_242	NA	Kif21a
ILMN_2613264	RefSeq	NM_026459.2	67929	1700112P19Rik
ILMN_2802979	RefSeq	NM_009170.2	20423	Shh
ILMN_2940559	RefSeq	NM_178930.3	107338	Gbf1
ILMN_2647949	MEEBO	scl013637.4_164	NA	Efna2
ILMN_2979908	RefSeq	NM_130876.3	170657	Krtap16-9
ILMN_1238310	RefSeq	XM_358631.1	NA	LOC381633
ILMN_2924324	RefSeq	NM_001011870.1	258214	Olfr1329
ILMN_2794645	RefSeq	NM_010516.1	16007	Cyr61
ILMN_1235571	RefSeq	NM_010516.1	16007	Cyr61
ILMN_2710253	RefSeq	NM_010516.1	16007	Cyr61
ILMN_2987965	RefSeq	NM_001024141.1	245610	Nxf3
ILMN_2689955	RefSeq	NM_008671.1	17954	Nap1l2
ILMN_2691271	RefSeq	NM_173445.1	269955	Rccd1
ILMN_1213882	RefSeq	NM_173445.1	269955	Rccd1
ILMN_2838629	RefSeq	NM_173445.1	269955	Rccd1
ILMN_2899863	RefSeq	NM_013693.1	21926	Tnf
ILMN_1253806	MEEBO	scl012843.30_10	NA	Col1a2
ILMN_2752720	RefSeq	NM_173864.2	317677	EG317677
ILMN_1260226	RefSeq	NM_173864.2	317677	EG317677
ILMN_2639513	RefSeq	NM_173864.2	317677	EG317677
ILMN_2929594	RefSeq	NM_173864.2	317677	EG317677
ILMN_2623112	MEEBO	scl00319604.2_16	NA	B930006L02Rik
ILMN_2725853	RefSeq	NM_007673.2	12591	Cdx2
ILMN_2658135	RefSeq	NM_025944.2	67063	2810432L12Rik
ILMN_3160610	RefSeq	NM_032542.1	84543	Sval2
ILMN_2493240	RefSeq	NM_134183.1	171201	V1rc28
ILMN_2894497	RefSeq	NM_020022.2	19718	Rfc2
ILMN_2950928	RefSeq	NM_028959.1	74470	Cep72
ILMN_2929896	RefSeq	NM_023209.1	52033	Pbk
ILMN_2673286	MEEBO	scl00107849.1_175	NA	Mrpplf4
ILMN_1214850	MEEBO	scl018479.15_43	NA	Pak1
ILMN_2473718	MEEBO	scl45311.1.733_3	NA	Chdc1
ILMN_2423579	MEEBO	scl45311.1.733_3	NA	Chdc1
ILMN_3131197	MEEBO	scl058887.4_0	NA	Repin1
ILMN_2605767	MEEBO	scl058887.4_0	NA	Repin1
ILMN_1247125	RefSeq	NM_025923.2	67030	Fancl
ILMN_2740285	RefSeq	NM_025923.2	67030	Fancl
ILMN_1257698	RefSeq	XM_144475.3	NA	1700021E15Rik
ILMN_2854265	RefSeq	NM_207160.1	277935	Olfr519
ILMN_2816754	RefSeq	NM_023294.1	67052	Ndc80
ILMN_1227733	RefSeq	NM_023294.1	67052	Ndc80
ILMN_1252006	RefSeq	NM_053151.1	93968	Klra21
ILMN_1236777	RefSeq	NM_053151.1	93968	Klra21
ILMN_2760540	RefSeq	NM_172610.1	223726	D15Bwg0669e
ILMN_1229173	RefSeq	NM_008207.2	15042	H2-T24
ILMN_2973824	RefSeq	NM_011797.1	23831	Car14
ILMN_2634612	RefSeq	NM_027922.1	71782	D5Ertd585e
ILMN_2916686	RefSeq	NM_027922.1	71782	D5Ertd585e
ILMN_2737158	RefSeq	NM_027922.1	71782	D5Ertd585e
ILMN_2693803	RefSeq	NM_027922.1	71782	D5Ertd585e
ILMN_3067259	RefSeq	NM_029741.1	76787	2410127E16Rik
ILMN_3145484	RefSeq	NM_029741.1	76787	2410127E16Rik
ILMN_2660364	RefSeq	NM_025399.1	66174	Nudt14
ILMN_2422743	MEEBO	scl000762.1_8	NA	Tor3a
ILMN_2478101	MEEBO	scl000762.1_8	NA	Tor3a
ILMN_2437513	MEEBO	scl000762.1_8	NA	Tor3a
ILMN_2789964	RefSeq	NM_001011862.1	258180	Olfr699
ILMN_1216721	RefSeq	NM_007668.2	12568	Cdk5
ILMN_2729958	MEEBO	scl0319149.1_41	NA	Hist1h3d
ILMN_1247582	RefSeq	NM_015782.2	NA	Snrpa
ILMN_2667509	RefSeq	NM_015782.2	NA	Snrpa
ILMN_2713769	RefSeq	NM_177354.2	238328	G630009D10Rik
ILMN_1246239	RefSeq	NM_177354.2	238328	G630009D10Rik
ILMN_2733897	MEEBO	scl0002040.1_148	NA	Olfm3
ILMN_1242083	MEEBO	scl0002040.1_148	NA	Olfm3
ILMN_2606331	MEEBO	scl22745.3_318	NA	AI504432
ILMN_2984717	RefSeq	NM_001033429.1	333307	Trim75
ILMN_2814385	RefSeq	NM_027249.2	380712	2010305C02Rik
ILMN_3079949	RefSeq	NM_172590.2	218460	Wdr41
ILMN_1217129	MEEBO	scl18956.7.1_182	NA	AI194318
ILMN_1245927	MEEBO	scl0207615.3_9	NA	Wdr37
ILMN_1235689	MEEBO	scl0207615.3_9	NA	Wdr37
ILMN_3161983	RefSeq	NM_001011797.1	257985	Olfr782
ILMN_2506528	RefSeq	NM_009483.1	22289	Utx
ILMN_2447456	RefSeq	NM_009483.1	22289	Utx
ILMN_2607529	MEEBO	scl43736.6_95	NA	Nr2f1
ILMN_2798694	RefSeq	NM_175175.3	71801	Plekhf2
ILMN_1237736	RefSeq	NM_175175.3	71801	Plekhf2
ILMN_1217839	RefSeq	NM_138742.1	54561	Nap1l3
ILMN_2721666	RefSeq	NM_013925.2	30947	Adat1
ILMN_2977193	RefSeq	NM_013925.2	30947	Adat1
ILMN_1256624	RefSeq	NM_013925.2	30947	Adat1
ILMN_2787775	RefSeq	NM_018878.2	55982	Paxip1
ILMN_1241390	MEEBO	scl0004186.1_3	NA	4933408F15
ILMN_2675268	MEEBO	scl0004186.1_3	NA	4933408F15
ILMN_1241005	RefSeq	NM_172506.1	117606	Boc
ILMN_1229706	MEEBO	scl51569.1_406	NA	E230022H04Rik
ILMN_3062860	RefSeq	NM_001081247.1	218832	Polr3a
ILMN_1237723	MEEBO	NM_008512.57_chr10_-_127573661_127573747_12	NA	Lrp1
ILMN_2946520	RefSeq	NM_023456.2	109648	Npy
ILMN_1258776	RefSeq	NM_146406.1	258401	Olfr1076
ILMN_2683943	RefSeq	NM_146223.2	235415	Lman1l
ILMN_1215796	RefSeq	NM_177410.1	12043	Bcl2
ILMN_2682162	RefSeq	NM_177410.1	12043	Bcl2
ILMN_2597567	RefSeq	NM_177410.1	12043	Bcl2
ILMN_1232797	MEEBO	scl37085.1.1_60	NA	Olfr920
ILMN_2997975	RefSeq	NM_013665.1	20429	Shox2
ILMN_2687661	MEEBO	scl0002512.1_7	NA	Mfng
ILMN_2631081	MEEBO	scl0002512.1_7	NA	Mfng
ILMN_2605329	MEEBO	scl22677.22.1_1	NA	Dpyd
ILMN_2427021	MEEBO	scl24639.16_288	NA	Egfl3
ILMN_2905525	RefSeq	NM_001033981.1	544763	F830116E18Rik
ILMN_2812960	RefSeq	NM_029170.1	75106	4930519F16Rik
ILMN_1226176	MEEBO	scl00258685.1_0	NA	Olfr1472
ILMN_2792502	RefSeq	NM_145837.1	239114	Il17d
ILMN_2779272	RefSeq	NM_146536.1	258529	Olfr313
ILMN_1248859	MEEBO	scl43189.3_226	NA	Pax9
ILMN_1259385	MEEBO	scl36572.18.1_3	NA	C030018L16Rik
ILMN_2617210	RefSeq	NM_133238.2	170786	Cd209a
ILMN_2975779	RefSeq	NM_026226.1	67543	4932702K14Rik
ILMN_2673484	RefSeq	NM_175534.2	244238	Mrgpre
ILMN_2897617	RefSeq	NM_025963.1	67097	Rps10
ILMN_2901312	RefSeq	NM_175300.2	99152	Anapc2
ILMN_2680876	MEEBO	scl25829.22.1_1	NA	Iqce
ILMN_2856926	RefSeq	NM_001033468.1	382045	Gpr114
ILMN_1243097	RefSeq	NM_177248.2	320743	A630005I04Rik
ILMN_1244081	RefSeq	NM_009062.2	19736	Rgs4
ILMN_1245913	RefSeq	NM_026701.2	68371	0610038K03Rik
ILMN_2659185	RefSeq	NM_177636.1	224756	H2-M1
ILMN_2993204	RefSeq	NM_011104.1	18754	Prkce
ILMN_1237951	MEEBO	scl000277.1_0	NA	Ggn
ILMN_1223559	RefSeq	NM_183204.1	328234	Rnf182
ILMN_2942628	RefSeq	NM_183204.1	328234	Rnf182
ILMN_1249022	MEEBO	scl27158.11_21	NA	Caln1
ILMN_1253093	RefSeq	NM_031877.2	83767	Wasf1
ILMN_3161114	RefSeq	NM_001005860.1	474145	Dcir2
ILMN_2726325	RefSeq	NM_007684.2	12626	Cetn3
ILMN_2949869	RefSeq	NM_009376.1	21821	Ift88
ILMN_2904658	RefSeq	NM_011171.1	19124	Procr
ILMN_2677092	RefSeq	NM_026532.2	68051	Nutf2
ILMN_1228850	MEEBO	scl22093.9.1_2	NA	Ccnl1
ILMN_1240160	RefSeq	NM_019515.1	56183	Nmu
ILMN_1252819	RefSeq	NM_145404.1	214572	BC006705
ILMN_1220228	RefSeq	NM_145404.1	214572	BC006705
ILMN_2736347	RefSeq	NM_145404.1	214572	BC006705
ILMN_2780915	RefSeq	NM_145404.1	214572	BC006705
ILMN_2754447	MEEBO	scl31260.1.18_287	NA	Mkrn3
ILMN_2681690	RefSeq	NM_177743.2	245050	C730027P07Rik
ILMN_2648034	RefSeq	NM_029870.1	77128	A930001N09Rik
ILMN_2620409	RefSeq	NM_198668.1	381798	4930590J08Rik
ILMN_2940185	RefSeq	NM_010990.1	18347	Olfr48
ILMN_2617318	MEEBO	scl43177.7.1267_38	NA	Lrfn5
ILMN_2664929	MEEBO	scl26166.1_3	NA	Cd8b
ILMN_2741169	MEEBO	scl26166.1_3	NA	Cd8b
ILMN_1214070	RefSeq	NM_019705.2	24105	AL033326
ILMN_2648973	RefSeq	NM_007794.1	13018	Ctcf
ILMN_2782125	RefSeq	NM_175450.3	216156	Wdr18
ILMN_2688416	MEEBO	scl40868.8_408	NA	D11Ertd736e
ILMN_3161703	RefSeq	NM_001011785.1	257951	Olfr987
ILMN_2658107	MEEBO	scl070302.4_170	NA	3110050K21Rik
ILMN_1251165	RefSeq	NM_027654.1	71041	Rnf134
ILMN_2649325	RefSeq	NM_145489.1	224833	LOC224833
ILMN_2830520	RefSeq	NM_145489.1	224833	LOC224833
ILMN_3160566	RefSeq	NM_001025352.1	NA	Defb49
ILMN_1246471	RefSeq	NM_009431.1	22083	Sh2bp1
ILMN_2740362	MEEBO	scl072378.1_158	NA	2210407G14Rik
ILMN_3070285	RefSeq	NM_177385.3	338349	D530005L17Rik
ILMN_3148902	RefSeq	NM_177385.3	338349	D530005L17Rik
ILMN_1229155	MEEBO	scl17288.14.1_48	NA	Sele
ILMN_2652482	MEEBO	scl054722.1_159	NA	Dfna5h
ILMN_1235234	RefSeq	NM_023131.1	19671	Rce1
ILMN_1256702	MEEBO	scl22910.4.1_66	NA	S100a10
ILMN_2803258	RefSeq	NM_027819.2	71522	Ggt6
ILMN_2687621	MEEBO	scl015416.4_119	NA	Hoxb8
ILMN_2730532	MEEBO	scl25453.10.45_21	NA	Stx17
ILMN_1256608	RefSeq	NM_178688.2	226251	Ablim1
ILMN_1241444	RefSeq	NM_178688.2	226251	Ablim1
ILMN_2648841	RefSeq	NM_178688.2	226251	Ablim1
ILMN_2958692	RefSeq	NM_178688.2	226251	Ablim1
ILMN_2668835	MEEBO	scl18045.2_282	NA	Npas2
ILMN_3095473	RefSeq	NM_001081163.1	269941	Chsy1
ILMN_2644827	MEEBO	scl0171281.4_22	NA	Pte2a
ILMN_2936671	RefSeq	NM_018773.2	54353	Skap2
ILMN_1216880	RefSeq	NM_010130.1	13733	Emr1
ILMN_2756353	RefSeq	NM_010130.1	13733	Emr1
ILMN_2847787	RefSeq	NM_010130.1	13733	Emr1
ILMN_2519488	MEEBO	scl030933.5_3	NA	Tor2a
ILMN_2960483	RefSeq	NM_001076790.1	238568	OTTMUSG00000000712
ILMN_2837671	RefSeq	NM_133754.3	74202	Fblim1
ILMN_1257200	RefSeq	NM_183149.1	213753	Zfp598
ILMN_3113639	RefSeq	NM_001025617.1	76025	Cant1
ILMN_2817960	RefSeq	NM_172422.1	75619	Fastkd2
ILMN_2676388	RefSeq	NM_172422.1	75619	Fastkd2
ILMN_2975612	RefSeq	NM_010281.2	14590	Ggh
ILMN_1252548	RefSeq	NM_013701.1	22236	Ugt1a2
ILMN_1214888	RefSeq	NM_013701.1	22236	Ugt1a2
ILMN_2658198	MEEBO	scl31928.9_451	NA	Gpr123
ILMN_3141334	RefSeq	NM_018804.3	229521	Syt11
ILMN_3063644	RefSeq	NM_018804.3	229521	Syt11
ILMN_2755981	MEEBO	scl000513.1_2582	NA	6030443O07Rik
ILMN_2437192	RefSeq	NM_134231.1	171265	V1re12
ILMN_1245489	MEEBO	scl40722.36_271	NA	2310067B10Rik
ILMN_1238672	RefSeq	NM_016766.2	51812	Mcrs1
ILMN_1214431	RefSeq	NM_016766.2	51812	Mcrs1
ILMN_1257515	RefSeq	NM_016766.2	51812	Mcrs1
ILMN_2726515	MEEBO	scl41036.22_23	NA	Mbtd1
ILMN_1260493	RefSeq	XM_358321.1	NA	AI661311
ILMN_2652663	MEEBO	scl41256.5_292	NA	Crk
ILMN_1221405	MEEBO	scl41256.5_292	NA	Crk
ILMN_2991912	RefSeq	NM_009001.3	19339	Rab3a
ILMN_1240544	RefSeq	NM_026963.2	69151	Lzic
ILMN_2944508	RefSeq	NM_001032298.2	12097	Bglap2
ILMN_1213070	MEEBO	scl4772.1.1_245	NA	1700037H04Rik
